MOE3.Percentage of unspent funds,com_post_MOPs.Communication System.Time to get info,com_post_MOPs.Computer.Processing time,comms_MOPs.Satellite.Receiving time,comms_MOPs.Satellite.Sending time,target.Distance from base,target.Distance from optimized path start,environment.Precipitation,environment.Wind speed,h.Analysis time,h.Rescue in region time,h.Time to hospital,h.Time to prepare,h.Time to region,MOE1.Fuel cost improvement rate,MOE2.Time improvement Rate,rescue unit MOPs.Fuel cost,rescue unit MOPs.Time to rescue,search unit MOPs.Fuel cost,search unit MOPs.Time to detect,Total MOPs.Fuel consumption cost,Total MOPs.Mission time,UAV.Conditional cruise speed,UAV.Conditional max speed,UAV.Search time,UAV.Time to prepare,UAV.Time to region,UAV.Camera 5.Transparency,UAV.On-board analysis system 5.Analysis time,UAV.On-board analysis system 5.Image recognition algorithm accuracy,UAV.On-board navigation system 5.Navigation algorithm accuracy
25.0000,0.0271,0.0135,0.0010,0.0007,11.1671,3.0487,0.6354,14.8897,8.0414,0.0238,0.1093,0.0242,0.1093,20.8330,-3.5317,91.0408,0.2667,0.0012,0.2087,91.0420,0.5177,100.0000,100.0000,0.0306,0.0140,0.1641,1.0000,0.2532,0.9910,0.9911
25.0000,0.0186,0.0160,0.0010,0.0006,14.7486,3.4112,0.6890,11.3738,8.9692,0.0273,0.1229,0.0302,0.1229,10.9338,-22.7455,102.4245,0.3033,0.0016,0.2742,102.4261,0.6137,100.0000,100.0000,0.0342,0.0125,0.2275,1.0000,0.4452,0.9985,0.9978
25.0000,0.0280,0.0085,0.0010,0.0009,8.9738,4.8727,0.4147,12.1191,8.8444,0.0224,0.0748,0.0272,0.0748,45.0577,23.4840,63.1829,0.1991,0.0007,0.1450,63.1837,0.3826,100.0000,100.0000,0.0488,0.0124,0.0838,1.0000,0.3748,0.9842,0.9818
25.0000,0.0239,0.0166,0.0011,0.0009,9.0720,2.7372,0.6192,13.4530,8.3440,0.0173,0.0874,0.0193,0.0874,36.9756,16.4539,72.4772,0.2113,0.0009,0.1639,72.4781,0.4177,100.0000,100.0000,0.0275,0.0086,0.1278,1.0000,0.3937,0.9816,0.9937
25.0000,0.0265,0.0162,0.0010,0.0006,8.7324,0.6555,0.9408,4.9497,9.6994,0.0241,0.0774,0.0175,0.0774,43.0513,13.8151,65.4898,0.1962,0.0012,0.1905,65.4910,0.4309,94.0780,94.0780,0.0071,0.0099,0.1735,0.9500,0.4620,0.9813,0.9915
25.0000,0.0229,0.0125,0.0008,0.0010,15.1425,1.9690,0.9997,14.1867,8.9116,0.0236,0.1471,0.0292,0.1471,-5.4002,-36.9124,121.2084,0.3470,0.0018,0.3003,121.2102,0.6846,99.9739,99.9739,0.0198,0.0150,0.2655,0.9500,0.2600,0.9906,0.9936
25.0000,0.0226,0.0087,0.0009,0.0008,16.4833,2.2659,0.2637,15.9880,8.6835,0.0299,0.1635,0.0297,0.1635,-17.6417,-60.0755,135.2856,0.3866,0.0023,0.3808,135.2879,0.8004,84.0120,84.0120,0.0271,0.0098,0.3439,1.0000,0.4409,0.9943,0.9848
25.0000,0.0210,0.0116,0.0010,0.0010,11.2981,0.7824,0.5020,12.1339,9.9017,0.0270,0.0942,0.0300,0.0942,30.9784,-2.3124,79.3734,0.2453,0.0014,0.2316,79.3748,0.5116,100.0000,100.0000,0.0079,0.0114,0.2122,1.0000,0.3978,0.9914,0.9922
25.0000,0.0285,0.0146,0.0008,0.0007,11.9528,2.5032,0.3938,9.3916,8.8825,0.0272,0.0996,0.0192,0.0996,27.1615,-3.2191,83.7630,0.2456,0.0013,0.2259,83.7643,0.5161,100.0000,100.0000,0.0251,0.0110,0.1898,1.0000,0.3004,0.9981,0.9971
25.0000,0.0241,0.0092,0.0007,0.0009,10.9367,3.0068,0.6273,5.3780,9.8154,0.0325,0.0911,0.0241,0.0911,32.3547,5.0993,77.7909,0.2390,0.0012,0.2006,77.7921,0.4745,100.0000,100.0000,0.0301,0.0116,0.1589,1.0000,0.2680,0.9993,0.9997
25.0000,0.0328,0.0087,0.0006,0.0011,13.7674,5.4490,0.0246,8.2685,9.4922,0.0178,0.1147,0.0252,0.1147,17.8647,-9.6875,94.4543,0.2725,0.0013,0.2328,94.4556,0.5484,100.0000,100.0000,0.0546,0.0093,0.1689,1.0000,0.3270,0.9930,0.9864
25.0000,0.0252,0.0155,0.0009,0.0009,14.5267,1.1070,0.1296,12.2354,8.5055,0.0181,0.1211,0.0314,0.1211,13.4203,-25.2212,99.5649,0.2917,0.0018,0.2919,99.5667,0.6261,100.0000,100.0000,0.0112,0.0106,0.2701,1.0000,0.3534,0.9985,0.9948
25.0000,0.0216,0.0103,0.0008,0.0006,15.3584,5.6841,0.1518,17.9983,9.2212,0.0308,0.1561,0.0258,0.1561,-12.5930,-44.7375,129.4802,0.3687,0.0018,0.3216,129.4820,0.7237,82.0017,82.0017,0.0694,0.0142,0.2381,1.0000,0.2722,0.9939,0.9923
25.0000,0.0178,0.0113,0.0007,0.0008,8.6436,1.0923,0.6364,6.2073,9.6397,0.0328,0.0720,0.0184,0.0720,45.6176,20.1042,62.5388,0.1952,0.0010,0.1736,62.5398,0.3995,100.0000,100.0000,0.0110,0.0113,0.1514,1.0000,0.2922,0.9911,0.9996
25.0000,0.0243,0.0091,0.0009,0.0009,10.1810,3.5091,0.5486,15.8314,9.6448,0.0221,0.1008,0.0317,0.1008,26.9924,-1.3502,83.9575,0.2554,0.0012,0.2161,83.9587,0.5068,84.1686,84.1686,0.0418,0.0151,0.1593,1.0000,0.2606,0.9919,0.9972
25.0000,0.0290,0.0136,0.0007,0.0006,9.9297,5.8092,0.1739,3.9634,8.9076,0.0219,0.0827,0.0200,0.0827,39.5828,19.1484,69.4790,0.2073,0.0008,0.1530,69.4797,0.4043,100.0000,100.0000,0.0582,0.0111,0.0837,1.0000,0.3224,0.9899,0.9873
25.0000,0.0189,0.0126,0.0011,0.0007,14.5759,0.7204,0.4855,2.9807,8.1086,0.0308,0.1215,0.0242,0.1215,11.4799,-25.3802,101.7963,0.2979,0.0018,0.2956,101.7982,0.6269,100.0000,100.0000,0.0073,0.0099,0.2784,1.0000,0.3966,0.9804,0.9963
25.0000,0.0257,0.0098,0.0007,0.0006,9.6142,0.5475,0.2742,14.9635,8.6885,0.0261,0.0942,0.0266,0.0942,31.0467,4.7314,79.2951,0.2412,0.0012,0.1983,79.2963,0.4763,100.0000,100.0000,0.0056,0.0102,0.1825,1.0000,0.4321,0.9849,0.9950
25.0000,0.0310,0.0153,0.0008,0.0007,14.2933,0.4586,0.6502,17.2057,8.5205,0.0261,0.1439,0.0218,0.1439,-3.4816,-48.5934,119.0016,0.3356,0.0022,0.3595,119.0039,0.7430,82.7943,82.7943,0.0056,0.0127,0.3411,1.0000,0.3852,0.9816,0.9801
25.0000,0.0326,0.0096,0.0011,0.0008,8.7877,1.1173,0.2550,13.5215,8.7367,0.0295,0.0847,0.0328,0.0847,37.2403,8.6136,72.1726,0.2316,0.0010,0.1812,72.1736,0.4569,100.0000,100.0000,0.0113,0.0157,0.1542,1.0000,0.4177,0.9979,0.9969
25.0000,0.0210,0.0148,0.0006,0.0010,8.5621,0.8527,0.9295,16.9141,9.0294,0.0181,0.0924,0.0170,0.0924,33.3723,2.9913,76.6205,0.2199,0.0014,0.2278,76.6219,0.4850,77.2317,77.2317,0.0112,0.0130,0.2036,0.9500,0.4218,0.9939,0.9816
25.0000,0.0280,0.0137,0.0009,0.0006,15.6567,2.7375,0.3049,0.6618,8.6728,0.0268,0.1305,0.0183,0.1305,5.7390,-30.2926,108.3984,0.3061,0.0018,0.3022,108.4002,0.6515,100.0000,100.0000,0.0275,0.0150,0.2597,1.0000,0.4708,0.9862,0.9960
25.0000,0.0294,0.0137,0.0009,0.0009,9.3263,2.7260,0.5136,1.8619,8.9811,0.0225,0.0777,0.0301,0.0777,43.0020,14.9742,65.5468,0.2080,0.0010,0.1722,65.5477,0.4251,100.0000,100.0000,0.0274,0.0101,0.1347,1.0000,0.4698,0.9859,0.9818
25.0000,0.0281,0.0161,0.0006,0.0009,16.2982,3.0924,0.9937,17.7307,8.5728,0.0308,0.1661,0.0251,0.1661,-19.5977,-62.5929,137.5351,0.3882,0.0023,0.3791,137.5374,0.8130,81.7493,81.7493,0.0379,0.0121,0.3291,0.9500,0.3970,0.9919,0.9823
25.0000,0.0317,0.0126,0.0008,0.0008,13.2988,2.5288,0.8975,9.3576,8.7315,0.0222,0.1235,0.0223,0.1235,11.2113,-17.8690,102.1055,0.2914,0.0015,0.2521,102.1070,0.5893,100.0000,100.0000,0.0254,0.0090,0.2177,0.9700,0.4466,0.9892,0.9908
25.0000,0.0191,0.0150,0.0009,0.0008,9.1067,4.2640,0.4173,4.3207,9.0636,0.0192,0.0759,0.0260,0.0759,44.7048,22.9539,63.5887,0.1970,0.0008,0.1525,63.5895,0.3852,100.0000,100.0000,0.0427,0.0115,0.0982,1.0000,0.2903,0.9955,0.9887
25.0000,0.0232,0.0097,0.0010,0.0009,13.2077,3.3135,0.4561,0.7085,8.6386,0.0230,0.1101,0.0229,0.1101,20.4290,-9.1237,91.5053,0.2661,0.0014,0.2448,91.5067,0.5456,100.0000,100.0000,0.0333,0.0126,0.1989,1.0000,0.4781,0.9927,0.9961
25.0000,0.0215,0.0140,0.0006,0.0006,10.9393,3.6324,0.1538,16.2888,8.3784,0.0310,0.1089,0.0309,0.1089,20.2049,-8.9841,91.7631,0.2796,0.0013,0.2286,91.7644,0.5449,83.7112,83.7112,0.0435,0.0100,0.1751,1.0000,0.3194,0.9900,0.9985
25.0000,0.0285,0.0157,0.0007,0.0011,16.6812,1.2992,0.7876,12.6598,8.8431,0.0222,0.1765,0.0260,0.1765,-25.6689,-56.6116,144.5172,0.4011,0.0021,0.3359,144.5193,0.7831,100.0000,100.0000,0.0131,0.0133,0.3096,0.9700,0.3776,0.9952,0.9946
25.0000,0.0296,0.0110,0.0007,0.0008,11.5028,4.5752,0.6920,7.3635,9.5880,0.0223,0.0959,0.0208,0.0959,30.4118,4.4407,80.0253,0.2347,0.0011,0.2009,80.0264,0.4778,100.0000,100.0000,0.0459,0.0155,0.1395,1.0000,0.4595,0.9802,0.9950
25.0000,0.0251,0.0099,0.0008,0.0009,9.7508,5.1064,0.3689,1.4366,9.9847,0.0243,0.0813,0.0174,0.0813,40.3052,21.1012,68.6482,0.2042,0.0008,0.1536,68.6490,0.3945,100.0000,100.0000,0.0512,0.0089,0.0935,1.0000,0.4188,0.9846,0.9968
25.0000,0.0229,0.0126,0.0008,0.0008,10.5202,4.3835,0.7304,17.6179,8.4452,0.0200,0.1457,0.0222,0.1457,-3.9569,-16.7490,119.5492,0.3335,0.0012,0.2131,119.5504,0.5837,82.3821,82.3821,0.0533,0.0095,0.1503,0.9700,0.3322,0.9939,0.9931
25.0000,0.0319,0.0087,0.0006,0.0010,12.8148,1.7118,0.8733,6.3338,9.7087,0.0175,0.1223,0.0308,0.1223,12.6569,-17.9114,100.4430,0.2929,0.0015,0.2546,100.4446,0.5896,100.0000,100.0000,0.0172,0.0130,0.2244,0.9700,0.4116,0.9981,0.9907
25.0000,0.0172,0.0114,0.0010,0.0007,11.7144,4.3940,0.3430,7.7332,8.1912,0.0327,0.0976,0.0277,0.0976,27.8267,1.6830,82.9982,0.2556,0.0011,0.2056,82.9993,0.4916,100.0000,100.0000,0.0440,0.0131,0.1485,1.0000,0.3213,0.9887,0.9878
25.0000,0.0235,0.0107,0.0010,0.0008,16.9372,4.6047,0.9049,10.7003,8.3437,0.0260,0.1560,0.0238,0.1560,-11.8977,-46.5544,128.6804,0.3617,0.0020,0.3351,128.6824,0.7328,90.4876,90.4876,0.0510,0.0100,0.2740,0.9500,0.4903,0.9882,0.9958
25.0000,0.0315,0.0158,0.0006,0.0007,8.3527,5.2181,0.1751,16.0176,9.4552,0.0219,0.0829,0.0180,0.0829,39.4853,18.7925,69.5912,0.2057,0.0007,0.1517,69.5919,0.4060,83.9824,83.9824,0.0622,0.0144,0.0751,1.0000,0.3186,0.9844,0.9984
25.0000,0.0292,0.0093,0.0007,0.0006,16.6432,0.4851,0.7573,1.6950,8.3304,0.0288,0.1831,0.0275,0.1831,-31.1547,-62.3108,150.8257,0.4226,0.0022,0.3492,150.8279,0.8116,100.0000,100.0000,0.0050,0.0145,0.3298,0.9700,0.4768,0.9930,0.9805
25.0000,0.0246,0.0105,0.0008,0.0006,12.5373,1.0817,0.6448,17.2988,8.6984,0.0221,0.1263,0.0220,0.1263,9.2284,-27.6958,104.3854,0.2967,0.0019,0.3053,104.3873,0.6385,82.7012,82.7012,0.0132,0.0116,0.2805,1.0000,0.3854,0.9967,0.9885
25.0000,0.0327,0.0169,0.0008,0.0010,11.4707,1.4494,0.9566,17.8965,8.4421,0.0303,0.1217,0.0228,0.1217,11.3839,-26.9912,101.9068,0.2965,0.0017,0.2870,101.9085,0.6350,78.5411,78.5411,0.0186,0.0111,0.2573,0.9500,0.4998,0.9804,0.9929
25.0000,0.0194,0.0126,0.0011,0.0010,14.2522,5.8013,0.2554,12.5448,8.1295,0.0313,0.1188,0.0320,0.1188,13.2951,-15.6408,99.7093,0.3009,0.0013,0.2432,99.7107,0.5782,100.0000,100.0000,0.0581,0.0132,0.1718,1.0000,0.4835,0.9952,0.9850
25.0000,0.0230,0.0143,0.0007,0.0009,14.7485,3.2503,0.8728,14.2111,8.3476,0.0261,0.1641,0.0273,0.1641,-17.5948,-39.2126,135.2324,0.3817,0.0016,0.2755,135.2341,0.6961,100.0000,100.0000,0.0326,0.0121,0.2307,0.9700,0.3102,0.9831,0.9979
25.0000,0.0298,0.0104,0.0009,0.0008,9.4030,5.5697,0.1217,15.0542,9.7516,0.0232,0.0922,0.0305,0.0922,32.8064,9.3974,77.2718,0.2381,0.0009,0.1730,77.2727,0.4530,84.9458,84.9458,0.0657,0.0159,0.0915,1.0000,0.3547,0.9831,0.9897
25.0000,0.0324,0.0120,0.0008,0.0007,15.6779,4.5270,0.1538,16.5340,9.1559,0.0278,0.1565,0.0229,0.1565,-12.5139,-48.8460,129.3891,0.3638,0.0020,0.3347,129.3910,0.7442,83.4660,83.4660,0.0543,0.0126,0.2677,1.0000,0.3649,0.9948,0.9991
25.0000,0.0218,0.0106,0.0007,0.0008,15.3234,3.4469,0.3212,11.6844,8.2561,0.0211,0.1277,0.0216,0.1277,8.4125,-24.8121,105.3239,0.2981,0.0017,0.2921,105.3256,0.6241,100.0000,100.0000,0.0346,0.0155,0.2420,1.0000,0.4739,0.9962,0.9824
25.0000,0.0192,0.0161,0.0006,0.0010,11.3115,4.4683,0.4369,12.2008,9.9778,0.0307,0.0943,0.0211,0.0943,30.4165,5.1222,80.0199,0.2404,0.0011,0.1971,80.0210,0.4744,100.0000,100.0000,0.0448,0.0151,0.1372,1.0000,0.3284,0.9914,0.9993
25.0000,0.0213,0.0166,0.0010,0.0011,14.9521,3.8315,0.7077,17.4706,8.3839,0.0190,0.2133,0.0283,0.2133,-50.8823,-67.9134,173.5127,0.4739,0.0019,0.3256,173.5147,0.8396,82.5294,82.5294,0.0466,0.0084,0.2706,0.9700,0.4492,0.9816,0.9970
25.0000,0.0303,0.0117,0.0006,0.0010,15.4530,2.1599,0.0163,0.8367,9.6996,0.0237,0.1288,0.0215,0.1288,7.3195,-29.7097,106.5807,0.3028,0.0018,0.3022,106.5825,0.6485,100.0000,100.0000,0.0217,0.0114,0.2691,1.0000,0.4540,0.9802,0.9887
25.0000,0.0259,0.0084,0.0008,0.0009,9.6917,5.9548,0.9935,16.4571,9.6371,0.0296,0.0973,0.0305,0.0973,28.4459,7.2933,82.2863,0.2547,0.0009,0.1728,82.2872,0.4635,82.9996,82.9996,0.0718,0.0104,0.0906,0.9500,0.3394,0.9941,0.9970
25.0000,0.0268,0.0092,0.0008,0.0009,13.5745,3.7593,0.4052,9.1455,9.7617,0.0248,0.1131,0.0326,0.1131,18.0779,-14.3028,94.2089,0.2836,0.0014,0.2502,94.2104,0.5715,100.0000,100.0000,0.0377,0.0158,0.1967,1.0000,0.4270,0.9988,0.9993
25.0000,0.0282,0.0157,0.0008,0.0009,9.7937,2.0090,0.6923,0.1652,9.8129,0.0266,0.0816,0.0209,0.0816,39.7506,10.8685,69.2857,0.2107,0.0011,0.1895,69.2868,0.4457,100.0000,100.0000,0.0202,0.0119,0.1574,1.0000,0.3267,0.9821,0.9907
25.0000,0.0299,0.0132,0.0007,0.0007,9.2959,5.9283,0.0265,3.3230,9.1677,0.0185,0.0775,0.0301,0.0775,43.6918,21.9860,64.7538,0.2036,0.0007,0.1420,64.7544,0.3901,100.0000,100.0000,0.0594,0.0140,0.0685,1.0000,0.3375,0.9952,0.9865
25.0000,0.0215,0.0159,0.0006,0.0008,12.5291,2.4236,0.5004,4.1238,9.6862,0.0207,0.1044,0.0272,0.1044,24.6703,-6.6543,86.6277,0.2567,0.0014,0.2378,86.6291,0.5333,100.0000,100.0000,0.0243,0.0094,0.2041,1.0000,0.2661,0.9927,0.9916
25.0000,0.0223,0.0159,0.0006,0.0008,12.7334,3.8259,0.3340,4.9423,9.8190,0.0228,0.1061,0.0192,0.1061,23.2139,-5.2372,88.3026,0.2542,0.0013,0.2324,88.3040,0.5262,100.0000,100.0000,0.0383,0.0139,0.1801,1.0000,0.3065,0.9919,0.9907
25.0000,0.0201,0.0118,0.0008,0.0008,12.8111,0.2693,0.8324,7.7821,9.6911,0.0273,0.1283,0.0274,0.1283,7.2116,-23.5545,106.7050,0.3112,0.0017,0.2730,106.7066,0.6178,100.0000,100.0000,0.0028,0.0158,0.2544,0.9700,0.3422,0.9831,0.9869
25.0000,0.0288,0.0093,0.0010,0.0008,12.5476,1.0174,0.2285,17.6366,8.9142,0.0229,0.1270,0.0306,0.1270,8.7008,-30.3489,104.9921,0.3074,0.0019,0.3045,104.9940,0.6517,82.3634,82.3634,0.0125,0.0086,0.2834,1.0000,0.4510,0.9833,0.9888
25.0000,0.0223,0.0117,0.0010,0.0007,14.8663,2.1470,0.0713,17.1056,8.0352,0.0273,0.1495,0.0235,0.1495,-7.5304,-46.9355,123.6579,0.3497,0.0021,0.3493,123.6600,0.7347,82.8944,82.8944,0.0260,0.0103,0.3131,1.0000,0.3339,0.9902,0.9807
25.0000,0.0253,0.0102,0.0006,0.0007,15.9809,3.4069,0.6381,8.9288,8.1207,0.0213,0.1332,0.0245,0.1332,4.5737,-30.7480,109.7384,0.3122,0.0018,0.3048,109.7402,0.6537,100.0000,100.0000,0.0342,0.0148,0.2558,1.0000,0.3867,0.9860,0.9841
25.0000,0.0296,0.0117,0.0006,0.0011,9.8846,4.2380,0.0568,9.6577,8.1503,0.0229,0.0824,0.0172,0.0824,39.7054,16.1582,69.3379,0.2049,0.0009,0.1714,69.3388,0.4192,100.0000,100.0000,0.0425,0.0148,0.1141,1.0000,0.3830,0.9816,0.9920
25.0000,0.0260,0.0139,0.0007,0.0008,12.7188,2.6489,0.0248,13.8733,9.7772,0.0234,0.1231,0.0236,0.1231,11.3404,-15.5826,101.9571,0.2931,0.0014,0.2434,101.9586,0.5779,100.0000,100.0000,0.0266,0.0128,0.2040,1.0000,0.4743,0.9899,0.9883
25.0000,0.0192,0.0097,0.0007,0.0008,12.8052,1.6323,0.9430,3.1288,9.5704,0.0215,0.1132,0.0309,0.1132,18.4686,-15.1468,93.7595,0.2788,0.0016,0.2665,93.7611,0.5757,94.2973,94.2973,0.0174,0.0119,0.2373,0.9500,0.2861,0.9832,0.9998
25.0000,0.0196,0.0132,0.0009,0.0009,9.4393,5.2667,0.5287,4.4501,9.0169,0.0312,0.0787,0.0322,0.0787,41.2090,19.2138,67.6089,0.2207,0.0008,0.1487,67.6097,0.4039,100.0000,100.0000,0.0528,0.0113,0.0846,1.0000,0.3202,0.9851,0.9896
25.0000,0.0298,0.0083,0.0010,0.0007,12.8786,2.4391,0.6952,11.4527,8.5084,0.0325,0.1073,0.0216,0.1073,21.0977,-10.3999,90.7362,0.2688,0.0015,0.2433,90.7377,0.5520,100.0000,100.0000,0.0245,0.0088,0.2101,1.0000,0.3191,0.9948,0.9952
25.0000,0.0243,0.0169,0.0006,0.0007,16.2986,0.1264,0.6242,13.0583,9.6099,0.0209,0.1562,0.0286,0.1562,-11.4041,-49.9516,128.1126,0.3620,0.0021,0.3453,128.1147,0.7498,100.0000,100.0000,0.0014,0.0148,0.3291,1.0000,0.3929,0.9953,0.9834
25.0000,0.0305,0.0136,0.0011,0.0008,12.8315,2.5156,0.6560,8.9336,9.8247,0.0236,0.1069,0.0329,0.1069,22.5286,-13.0997,89.0907,0.2704,0.0015,0.2491,89.0922,0.5655,100.0000,100.0000,0.0253,0.0142,0.2096,1.0000,0.4766,0.9806,0.9854
25.0000,0.0185,0.0099,0.0009,0.0009,9.9568,4.1060,0.9333,7.1147,8.9374,0.0197,0.0889,0.0289,0.0889,35.5889,11.3651,74.0717,0.2264,0.0010,0.1865,74.0727,0.4432,93.3282,93.3282,0.0441,0.0148,0.1276,0.9500,0.3082,0.9917,0.9842
25.0000,0.0299,0.0165,0.0010,0.0006,16.1876,5.5700,0.1411,17.4815,9.4774,0.0188,0.1635,0.0215,0.1635,-16.1710,-51.1437,133.5947,0.3672,0.0020,0.3405,133.5967,0.7557,82.5185,82.5185,0.0676,0.0111,0.2618,1.0000,0.4628,0.9907,0.9839
25.0000,0.0222,0.0104,0.0009,0.0007,12.6588,5.3139,0.0952,9.2731,8.9702,0.0245,0.1055,0.0211,0.1055,23.4234,-1.9361,88.0619,0.2566,0.0012,0.2189,88.0631,0.5097,100.0000,100.0000,0.0533,0.0156,0.1500,1.0000,0.4955,0.9816,0.9806
25.0000,0.0287,0.0134,0.0010,0.0008,14.9822,0.7072,0.4008,11.1554,8.5877,0.0257,0.1249,0.0313,0.1249,9.7926,-31.6449,103.7366,0.3067,0.0019,0.3076,103.7385,0.6582,100.0000,100.0000,0.0071,0.0131,0.2873,1.0000,0.2572,0.9843,0.9946
25.0000,0.0308,0.0107,0.0006,0.0008,16.1984,0.4736,0.9336,12.7001,9.7902,0.0238,0.1446,0.0302,0.1446,-3.6859,-49.2940,119.2365,0.3432,0.0022,0.3605,119.2387,0.7465,93.3582,93.3582,0.0052,0.0153,0.3400,0.9500,0.3611,0.9851,0.9915
25.0000,0.0195,0.0088,0.0010,0.0010,11.0488,2.6453,0.3055,2.9585,8.1198,0.0212,0.0921,0.0326,0.0921,33.1884,4.9972,76.8321,0.2379,0.0012,0.2068,76.8334,0.4750,100.0000,100.0000,0.0265,0.0096,0.1707,1.0000,0.3419,0.9922,0.9863
25.0000,0.0327,0.0098,0.0006,0.0006,13.6010,0.9668,0.1993,6.2152,8.1537,0.0184,0.1133,0.0243,0.1133,18.7492,-17.5474,93.4367,0.2694,0.0017,0.2747,93.4384,0.5877,100.0000,100.0000,0.0098,0.0099,0.2550,1.0000,0.4573,0.9925,0.9920
25.0000,0.0229,0.0124,0.0011,0.0007,10.6481,3.4589,0.2335,6.1903,8.9757,0.0194,0.0887,0.0298,0.0887,35.7452,8.7846,73.8919,0.2267,0.0011,0.1923,73.8930,0.4561,100.0000,100.0000,0.0347,0.0112,0.1464,1.0000,0.3526,0.9823,0.9835
25.0000,0.0212,0.0142,0.0010,0.0011,10.1282,4.2656,0.7134,11.9220,8.1324,0.0207,0.1183,0.0215,0.1183,15.0038,2.3383,97.7446,0.2788,0.0009,0.1720,97.7456,0.4883,100.0000,100.0000,0.0427,0.0094,0.1198,0.9700,0.3216,0.9855,0.9803
25.0000,0.0240,0.0136,0.0010,0.0006,14.2153,0.0689,0.1332,11.8003,9.6482,0.0188,0.1185,0.0311,0.1185,15.1416,-24.4609,97.5853,0.2868,0.0018,0.2963,97.5872,0.6223,100.0000,100.0000,0.0008,0.0115,0.2840,1.0000,0.3080,0.9989,0.9973
25.0000,0.0271,0.0168,0.0010,0.0007,11.7559,4.2435,0.1155,3.6927,9.0202,0.0241,0.0980,0.0179,0.0980,28.7031,1.9114,81.9902,0.2380,0.0012,0.2069,81.9914,0.4904,100.0000,100.0000,0.0426,0.0127,0.1516,1.0000,0.4322,0.9997,0.9927
25.0000,0.0225,0.0128,0.0011,0.0008,14.7837,0.2278,0.0021,9.9993,8.0159,0.0238,0.1232,0.0188,0.1232,11.1908,-26.6884,102.1287,0.2890,0.0019,0.3071,102.1306,0.6334,100.0000,100.0000,0.0024,0.0129,0.2919,1.0000,0.4797,0.9944,0.9984
25.0000,0.0277,0.0119,0.0009,0.0008,9.8811,3.2126,0.6795,17.9706,9.6773,0.0289,0.1004,0.0303,0.1004,26.4003,-3.5430,84.6385,0.2599,0.0012,0.2165,84.6397,0.5177,82.0294,82.0294,0.0393,0.0130,0.1642,1.0000,0.3879,0.9967,0.9920
25.0000,0.0172,0.0103,0.0008,0.0008,14.4348,2.5244,0.8368,5.9895,9.4421,0.0197,0.1437,0.0219,0.1437,-2.5661,-26.5971,117.9493,0.3290,0.0017,0.2748,117.9510,0.6330,100.0000,100.0000,0.0253,0.0084,0.2410,0.9700,0.2679,1.0000,0.9893
25.0000,0.0317,0.0102,0.0006,0.0009,15.4164,5.9553,0.8271,12.7170,8.2707,0.0222,0.1553,0.0314,0.1553,-10.9516,-34.3367,127.5929,0.3643,0.0015,0.2640,127.5944,0.6717,100.0000,100.0000,0.0597,0.0143,0.1900,0.9700,0.4566,0.9968,0.9973
25.0000,0.0322,0.0087,0.0008,0.0006,11.2607,3.2004,0.8198,10.8877,9.0518,0.0199,0.1145,0.0182,0.1145,17.7699,-2.2978,94.5634,0.2671,0.0012,0.2021,94.5646,0.5115,100.0000,100.0000,0.0321,0.0083,0.1617,0.9700,0.3596,0.9986,0.9989
25.0000,0.0182,0.0104,0.0008,0.0007,11.1226,1.8935,0.3111,0.8413,8.1198,0.0234,0.0927,0.0292,0.0927,32.4672,1.8716,77.6614,0.2380,0.0013,0.2226,77.6627,0.4906,100.0000,100.0000,0.0190,0.0156,0.1880,1.0000,0.2900,0.9860,0.9830
25.0000,0.0233,0.0119,0.0007,0.0009,8.4997,3.2224,0.3553,10.7987,8.3817,0.0231,0.0708,0.0242,0.0708,47.7073,24.2790,60.1358,0.1890,0.0008,0.1528,60.1366,0.3786,100.0000,100.0000,0.0323,0.0137,0.1068,1.0000,0.4034,0.9880,0.9910
25.0000,0.0189,0.0159,0.0006,0.0010,10.4830,4.6444,0.3159,15.4498,8.9728,0.0291,0.1033,0.0301,0.1033,24.3302,-1.1878,87.0192,0.2658,0.0011,0.2037,87.0203,0.5059,84.5502,84.5502,0.0551,0.0098,0.1389,1.0000,0.4736,0.9867,0.9963
25.0000,0.0187,0.0088,0.0006,0.0010,10.0284,4.1401,0.8816,17.3109,9.9673,0.0210,0.1146,0.0215,0.1146,17.5062,-2.0796,94.8668,0.2718,0.0011,0.2095,94.8679,0.5104,82.6891,82.6891,0.0502,0.0158,0.1436,0.9700,0.3419,0.9971,0.9938
25.0000,0.0204,0.0154,0.0009,0.0009,16.3318,5.2498,0.4036,2.0575,8.6294,0.0302,0.1361,0.0255,0.1361,1.3818,-30.7044,113.4093,0.3279,0.0017,0.2881,113.4110,0.6535,100.0000,100.0000,0.0526,0.0120,0.2235,1.0000,0.4231,0.9880,0.9930
25.0000,0.0253,0.0096,0.0008,0.0010,15.4263,1.5017,0.8676,6.4160,8.7511,0.0261,0.1482,0.0294,0.1482,-6.4817,-39.4953,122.4521,0.3518,0.0019,0.3089,122.4540,0.6975,100.0000,100.0000,0.0151,0.0126,0.2812,0.9700,0.3723,0.9902,0.9913
