MOE3.Percentage of unspent funds,com_post_MOPs.Communication System.Time to get info,com_post_MOPs.Computer.Processing time,comms_MOPs.Satellite.Receiving time,comms_MOPs.Satellite.Sending time,target.Distance from base,target.Distance from optimized path start,environment.Precipitation,environment.Wind speed,h.Analysis time,h.Rescue in region time,h.Time to hospital,h.Time to prepare,h.Time to region,laptop.Recognition software 3.Analysis time,MOE1.Fuel cost improvement rate,MOE2.Time improvement Rate,rescue unit MOPs.Fuel cost,rescue unit MOPs.Time to rescue,search unit MOPs.Fuel cost,search unit MOPs.Time to detect,Total MOPs.Fuel consumption cost,Total MOPs.Mission time,UAV.Conditional cruise speed,UAV.Conditional max speed,UAV.Search time,UAV.Time to prepare,UAV.Time to region,UAV.Camera 3.Transmission delay,UAV.Camera 3.Transparency,UAV.On-board navigation system 3.Navigation algorithm accuracy
45.0000,0.0246,0.0097,0.0009,0.0010,8.4361,4.8511,0.9244,2.5713,8.2286,0.0171,0.0761,0.0178,0.0761,1.4562,44.8675,26.9452,63.4016,0.1870,0.0007,0.1421,63.4023,0.3653,92.4388,92.4388,0.0531,0.0097,0.0793,0.5830,0.9500,0.9814
45.0000,0.0299,0.0101,0.0006,0.0007,11.8998,4.4736,0.8589,7.4413,8.8928,0.0320,0.1155,0.0320,0.1155,1.7482,15.5081,-9.4523,97.1645,0.2950,0.0012,0.2110,97.1657,0.5473,100.0000,100.0000,0.0455,0.0149,0.1506,1.0694,0.9700,0.9878
45.0000,0.0251,0.0129,0.0007,0.0006,9.5947,3.3121,0.0681,14.2978,9.8882,0.0269,0.0933,0.0172,0.0933,1.8557,31.5866,11.0595,78.6744,0.2307,0.0010,0.1748,78.6754,0.4447,100.0000,100.0000,0.0338,0.0140,0.1271,0.5619,1.0000,0.9911
45.0000,0.0193,0.0101,0.0009,0.0008,13.2152,1.5274,0.3516,12.5300,9.2392,0.0202,0.1101,0.0215,0.1101,2.4890,20.7499,-11.3411,91.1360,0.2620,0.0016,0.2635,91.1376,0.5567,100.0000,100.0000,0.0162,0.0122,0.2351,0.9153,1.0000,0.9955
45.0000,0.0181,0.0114,0.0007,0.0009,12.1752,1.3966,0.3712,13.4908,8.4572,0.0258,0.1173,0.0260,0.1173,2.2671,15.0504,-13.4225,97.6905,0.2863,0.0015,0.2498,97.6920,0.5671,100.0000,100.0000,0.0148,0.0156,0.2194,0.7198,1.0000,0.9835
45.0000,0.0328,0.0121,0.0010,0.0006,12.5673,4.2233,0.9370,14.7930,8.1971,0.0175,0.1312,0.0285,0.1312,2.7805,6.4705,-19.5989,107.5576,0.3083,0.0014,0.2433,107.5589,0.5980,93.6991,93.6991,0.0461,0.0154,0.1818,0.8522,0.9500,0.9807
45.0000,0.0302,0.0135,0.0006,0.0008,13.9075,5.7751,0.7764,9.9189,8.9954,0.0192,0.1493,0.0214,0.1493,2.0639,-6.3463,-24.3400,122.2970,0.3391,0.0013,0.2376,122.2983,0.6217,100.0000,100.0000,0.0587,0.0145,0.1643,1.3719,0.9700,0.9915
45.0000,0.0215,0.0087,0.0008,0.0007,13.4928,3.4083,0.7085,13.6900,8.2812,0.0178,0.1839,0.0251,0.1839,2.3377,-30.2311,-38.6365,149.7643,0.4106,0.0015,0.2509,149.7658,0.6932,100.0000,100.0000,0.0350,0.0118,0.2042,0.7227,0.9700,0.9888
45.0000,0.0298,0.0123,0.0009,0.0011,14.7061,1.3131,0.9494,11.6977,9.3695,0.0182,0.1291,0.0202,0.1291,1.9644,7.8309,-31.6515,105.9925,0.2965,0.0019,0.3176,105.9944,0.6583,94.9441,94.9441,0.0147,0.0149,0.2880,1.2170,0.9500,0.9800
45.0000,0.0265,0.0085,0.0008,0.0009,16.1194,4.0929,0.5462,9.8978,8.3535,0.0327,0.1343,0.0182,0.1343,2.4915,2.2821,-30.5437,112.3738,0.3196,0.0018,0.2964,112.3755,0.6527,100.0000,100.0000,0.0419,0.0100,0.2445,0.9053,1.0000,0.9848
45.0000,0.0240,0.0094,0.0009,0.0008,9.4797,2.8456,0.2175,17.8692,9.1706,0.0322,0.0962,0.0223,0.0962,1.6132,28.8829,1.7954,81.7835,0.2469,0.0012,0.2090,81.7847,0.4910,82.1308,82.1308,0.0353,0.0094,0.1642,0.9027,1.0000,0.9853
45.0000,0.0208,0.0133,0.0011,0.0011,13.7746,4.5421,0.8429,1.4520,8.2610,0.0202,0.1362,0.0289,0.1362,1.6878,2.6205,-20.0484,111.9851,0.3215,0.0014,0.2424,111.9864,0.6002,100.0000,100.0000,0.0462,0.0094,0.1869,0.8961,0.9700,0.9893
45.0000,0.0304,0.0118,0.0006,0.0010,15.2624,3.3782,0.0242,17.4459,8.8097,0.0314,0.1541,0.0190,0.1541,2.8122,-11.2771,-49.6904,127.9666,0.3585,0.0021,0.3461,127.9686,0.7485,82.5541,82.5541,0.0420,0.0128,0.2913,1.1211,1.0000,0.9893
45.0000,0.0205,0.0134,0.0010,0.0006,8.8852,1.9401,0.0586,10.1652,9.1923,0.0232,0.0740,0.0247,0.0740,2.5494,45.4644,18.6124,62.7150,0.1960,0.0010,0.1754,62.7160,0.4069,100.0000,100.0000,0.0204,0.0147,0.1403,0.9653,1.0000,0.9918
45.0000,0.0185,0.0109,0.0009,0.0008,9.4248,5.3507,0.5381,12.1025,8.1991,0.0316,0.0785,0.0239,0.0785,2.9522,41.2375,21.7173,67.5762,0.2126,0.0008,0.1476,67.5769,0.3914,100.0000,100.0000,0.0545,0.0102,0.0829,0.5785,1.0000,0.9855
45.0000,0.0222,0.0156,0.0007,0.0011,16.1290,0.7560,0.0927,0.8693,9.4808,0.0239,0.1344,0.0190,0.1344,1.7149,3.3799,-37.7398,111.1111,0.3118,0.0021,0.3374,111.1132,0.6887,100.0000,100.0000,0.0083,0.0158,0.3133,0.8087,1.0000,0.9821
45.0000,0.0175,0.0132,0.0008,0.0010,10.2363,4.0000,0.2084,8.4738,9.4488,0.0184,0.0853,0.0223,0.0853,2.6505,38.2598,15.7533,71.0003,0.2112,0.0010,0.1774,71.0013,0.4212,100.0000,100.0000,0.0409,0.0095,0.1271,0.6054,1.0000,0.9836
45.0000,0.0265,0.0090,0.0008,0.0006,8.5344,5.4258,0.1120,17.3673,8.6092,0.0182,0.0861,0.0297,0.0861,1.1955,37.7508,18.3689,71.5858,0.2200,0.0008,0.1512,71.5866,0.4082,82.6327,82.6327,0.0664,0.0089,0.0759,1.3695,1.0000,0.9950
45.0000,0.0295,0.0154,0.0009,0.0009,13.2330,4.8850,1.1224E-4,7.2697,9.6467,0.0302,0.1103,0.0306,0.1103,2.8745,19.3437,-12.0371,92.7535,0.2814,0.0013,0.2321,92.7547,0.5602,100.0000,100.0000,0.0498,0.0134,0.1688,0.6794,1.0000,0.9906
45.0000,0.0206,0.0086,0.0009,0.0006,8.0829,0.2408,0.1500,16.8874,9.1035,0.0175,0.0810,0.0252,0.0810,2.3523,41.3394,12.2071,67.4584,0.2048,0.0012,0.2035,67.4597,0.4390,83.1126,83.1126,0.0037,0.0103,0.1895,0.5241,1.0000,0.9971
45.0000,0.0271,0.0106,0.0006,0.0008,15.7194,2.4685,0.8278,1.1251,9.3041,0.0281,0.1583,0.0254,0.1583,1.2902,-13.7554,-42.7481,130.8169,0.3700,0.0019,0.3046,130.8187,0.7137,100.0000,100.0000,0.0252,0.0096,0.2698,0.5539,0.9700,0.9831
45.0000,0.0212,0.0125,0.0008,0.0007,12.2385,4.2176,0.6328,0.6877,9.2664,0.0288,0.1020,0.0307,0.1020,1.5926,25.2928,-3.6688,85.9120,0.2635,0.0012,0.2196,85.9133,0.5183,100.0000,100.0000,0.0428,0.0134,0.1634,0.7981,1.0000,0.9834
45.0000,0.0244,0.0148,0.0011,0.0011,10.1288,0.1238,0.1313,12.1981,8.1500,0.0287,0.0844,0.0266,0.0844,2.5235,37.5421,3.6711,71.8253,0.2241,0.0013,0.2161,71.8266,0.4816,100.0000,100.0000,0.0022,0.0100,0.2039,1.1152,1.0000,0.9826
45.0000,0.0241,0.0150,0.0008,0.0009,8.0867,0.4467,0.5057,6.8892,8.4330,0.0224,0.0674,0.0175,0.0674,2.4762,50.1988,21.4743,57.2704,0.1747,0.0010,0.1771,57.2714,0.3926,100.0000,100.0000,0.0055,0.0159,0.1557,1.2302,1.0000,0.9826
45.0000,0.0235,0.0166,0.0009,0.0006,11.8574,0.0327,0.3952,13.4247,9.3410,0.0225,0.1141,0.0220,0.1141,2.2459,17.6706,-14.0053,94.6772,0.2728,0.0016,0.2557,94.6788,0.5700,100.0000,100.0000,0.0012,0.0150,0.2395,1.0761,1.0000,0.9885
45.0000,0.0247,0.0158,0.0011,0.0008,10.5233,4.0969,0.9493,4.9372,8.9986,0.0173,0.0924,0.0213,0.0924,1.8308,33.4768,8.2044,76.5006,0.2233,0.0011,0.1933,76.5017,0.4590,94.9258,94.9258,0.0439,0.0113,0.1381,0.6012,0.9500,0.9822
45.0000,0.0205,0.0168,0.0009,0.0009,15.8975,2.8200,0.7064,16.4076,8.9782,0.0243,0.2244,0.0232,0.2244,1.2474,-59.2571,-79.6370,183.1435,0.4963,0.0022,0.3628,183.1457,0.8982,83.5924,83.5924,0.0345,0.0134,0.3150,1.4700,0.9700,0.9942
45.0000,0.0236,0.0120,0.0008,0.0010,12.2841,1.4404,0.7613,1.8634,9.9489,0.0278,0.1345,0.0291,0.1345,1.6214,2.8250,-22.1115,111.7498,0.3259,0.0015,0.2473,111.7513,0.6106,100.0000,100.0000,0.0153,0.0116,0.2204,1.4787,0.9700,0.9851
45.0000,0.0186,0.0145,0.0009,0.0008,10.0399,0.2264,0.6851,2.0101,8.2126,0.0312,0.0837,0.0205,0.0837,1.1608,37.7321,7.2767,71.6068,0.2190,0.0013,0.2099,71.6081,0.4636,100.0000,100.0000,0.0028,0.0092,0.1979,0.9026,1.0000,0.9934
45.0000,0.0273,0.0118,0.0006,0.0006,16.8820,0.3925,0.4257,12.0017,9.3097,0.0271,0.1407,0.0173,0.1407,2.3334,-1.4009,-43.2023,116.6089,0.3258,0.0022,0.3499,116.6110,0.7160,100.0000,100.0000,0.0047,0.0119,0.3333,0.5373,1.0000,0.9903
45.0000,0.0232,0.0141,0.0010,0.0006,14.4041,0.1119,0.5439,6.6510,9.7696,0.0306,0.1200,0.0325,0.1200,2.4344,12.5036,-27.9997,100.6190,0.3032,0.0019,0.2978,100.6209,0.6400,100.0000,100.0000,0.0021,0.0080,0.2877,1.1785,1.0000,0.9946
45.0000,0.0315,0.0104,0.0007,0.0009,12.5260,4.9854,0.1458,12.4992,8.8604,0.0214,0.1044,0.0303,0.1044,1.3949,24.5981,-4.1931,86.7110,0.2604,0.0012,0.2170,86.7122,0.5210,100.0000,100.0000,0.0505,0.0132,0.1533,0.8551,1.0000,0.9851
45.0000,0.0245,0.0111,0.0011,0.0008,15.4718,1.2316,0.8434,12.3470,9.0042,0.0220,0.1529,0.0282,0.1529,2.1875,-9.2175,-41.2078,125.5983,0.3559,0.0019,0.3127,125.6002,0.7060,100.0000,100.0000,0.0133,0.0141,0.2853,1.2375,0.9700,0.9993
45.0000,0.0263,0.0102,0.0010,0.0010,12.3922,0.6689,0.7301,11.0479,9.8352,0.0256,0.1414,0.0274,0.1414,1.2386,-1.7402,-26.6556,116.9997,0.3359,0.0016,0.2590,117.0013,0.6333,100.0000,100.0000,0.0073,0.0156,0.2361,0.9636,0.9700,0.9944
45.0000,0.0258,0.0164,0.0009,0.0010,15.9128,1.7954,0.1840,6.9615,9.6346,0.0296,0.1326,0.0273,0.1326,2.3336,3.8896,-37.4770,110.5251,0.3221,0.0019,0.3212,110.5270,0.6874,100.0000,100.0000,0.0189,0.0153,0.2870,1.0541,1.0000,0.9846
45.0000,0.0260,0.0118,0.0007,0.0008,16.7289,5.5211,0.1142,8.1857,9.1469,0.0232,0.1394,0.0226,0.1394,1.8020,-0.0093,-30.9054,115.0090,0.3247,0.0017,0.2905,115.0107,0.6545,100.0000,100.0000,0.0561,0.0093,0.2251,1.2760,1.0000,0.9970
45.0000,0.0286,0.0142,0.0010,0.0009,14.1617,5.2454,0.5335,1.6322,9.1013,0.0281,0.1180,0.0320,0.1180,1.9323,14.2402,-17.6561,98.6224,0.2961,0.0014,0.2474,98.6238,0.5883,100.0000,100.0000,0.0533,0.0152,0.1790,0.9864,1.0000,0.9979
45.0000,0.0243,0.0160,0.0007,0.0010,8.9682,5.4180,0.4926,7.4016,8.0686,0.0256,0.0747,0.0303,0.0747,2.0979,44.6711,22.5416,63.6276,0.2054,0.0007,0.1399,63.6282,0.3873,100.0000,100.0000,0.0550,0.0128,0.0722,0.6980,1.0000,0.9873
45.0000,0.0295,0.0161,0.0009,0.0006,8.6690,3.0450,0.8110,5.6375,8.5318,0.0195,0.0891,0.0229,0.0891,1.1838,35.4867,15.8802,74.1895,0.2206,0.0009,0.1527,74.1903,0.4206,100.0000,100.0000,0.0311,0.0086,0.1131,0.9673,0.9700,0.9970
45.0000,0.0252,0.0116,0.0010,0.0008,15.5483,1.4374,0.9120,12.5039,8.1971,0.0325,0.1421,0.0179,0.1421,2.6892,-3.0659,-43.4980,118.5237,0.3345,0.0021,0.3444,118.5258,0.7175,91.2030,91.2030,0.0169,0.0132,0.3143,1.1496,0.9500,0.9853
45.0000,0.0291,0.0089,0.0006,0.0009,12.8320,4.8094,0.3982,2.1933,9.9914,0.0203,0.1069,0.0277,0.1069,1.3564,22.9585,-4.6325,88.5965,0.2619,0.0013,0.2217,88.5978,0.5232,100.0000,100.0000,0.0488,0.0095,0.1634,1.3443,1.0000,0.9832
45.0000,0.0236,0.0097,0.0007,0.0007,14.4937,0.6307,0.7357,13.3457,9.0093,0.0242,0.1895,0.0283,0.1895,2.9382,-34.9567,-53.5615,155.1984,0.4314,0.0019,0.3018,155.2003,0.7678,100.0000,100.0000,0.0074,0.0140,0.2804,0.9223,0.9700,0.9897
45.0000,0.0306,0.0085,0.0008,0.0008,15.0251,0.7147,0.2989,5.9650,9.9879,0.0262,0.1252,0.0264,0.1252,1.7204,9.4790,-31.4210,104.0973,0.3031,0.0019,0.3134,104.0992,0.6571,100.0000,100.0000,0.0080,0.0137,0.2917,1.2737,1.0000,0.9819
45.0000,0.0261,0.0127,0.0007,0.0008,13.9388,0.5821,0.4716,10.3495,9.2385,0.0207,0.1162,0.0211,0.1162,1.4270,16.4930,-19.7235,96.0312,0.2741,0.0018,0.2842,96.0330,0.5986,100.0000,100.0000,0.0065,0.0095,0.2681,1.1434,1.0000,0.9973
45.0000,0.0297,0.0114,0.0007,0.0008,16.6778,5.8584,0.1213,8.0412,8.9348,0.0317,0.1390,0.0313,0.1390,1.2461,-0.8148,-35.0897,115.9353,0.3409,0.0016,0.2919,115.9370,0.6754,100.0000,100.0000,0.0591,0.0160,0.2169,0.5100,1.0000,0.9989
45.0000,0.0293,0.0091,0.0008,0.0008,13.9085,3.5724,0.0403,12.3493,8.6917,0.0327,0.1159,0.0175,0.1159,1.3771,15.1030,-15.8500,97.6301,0.2820,0.0015,0.2573,97.6316,0.5792,100.0000,100.0000,0.0363,0.0133,0.2077,0.6142,1.0000,0.9965
45.0000,0.0196,0.0148,0.0010,0.0009,13.6829,4.8103,0.9965,0.2962,8.8224,0.0246,0.1144,0.0265,0.1144,1.3257,17.1881,-11.6499,95.2323,0.2800,0.0014,0.2421,95.2337,0.5582,99.6481,99.6481,0.0488,0.0136,0.1796,0.6038,0.9500,0.9930
45.0000,0.0213,0.0149,0.0008,0.0007,15.4806,0.7864,0.9476,7.3102,8.7650,0.0194,0.1361,0.0281,0.1361,2.8225,2.7518,-39.0943,111.8333,0.3199,0.0021,0.3379,111.8354,0.6955,94.7551,94.7551,0.0095,0.0136,0.3148,1.2846,0.9500,0.9858
45.0000,0.0293,0.0152,0.0007,0.0006,12.3083,3.8654,0.0897,12.5143,9.0054,0.0186,0.1026,0.0294,0.1026,2.5227,26.2185,-4.6936,84.8474,0.2531,0.0013,0.2245,84.8487,0.5235,100.0000,100.0000,0.0396,0.0133,0.1716,0.7922,1.0000,0.9854
45.0000,0.0288,0.0108,0.0006,0.0006,10.3682,2.8367,0.9683,11.4501,8.7880,0.0255,0.0892,0.0328,0.0892,1.0602,34.5972,5.0329,75.2121,0.2368,0.0011,0.1973,75.2133,0.4748,96.8293,96.8293,0.0299,0.0092,0.1581,1.0833,0.9500,0.9855
45.0000,0.0318,0.0153,0.0007,0.0007,9.3831,5.9947,0.8195,3.3547,8.5758,0.0170,0.0954,0.0285,0.0954,2.7086,31.4027,14.9498,78.8862,0.2363,0.0007,0.1405,78.8868,0.4253,100.0000,100.0000,0.0610,0.0103,0.0693,0.8653,0.9700,0.9821
45.0000,0.0292,0.0096,0.0007,0.0007,12.3887,0.3552,0.6169,7.3455,9.1276,0.0216,0.1032,0.0297,0.1032,2.0459,25.3565,-11.6814,85.8384,0.2578,0.0016,0.2604,85.8400,0.5584,100.0000,100.0000,0.0043,0.0131,0.2430,0.5585,1.0000,0.9914
45.0000,0.0311,0.0125,0.0007,0.0009,9.5672,0.8845,0.0985,4.6731,8.0030,0.0268,0.0797,0.0256,0.0797,2.7589,41.0380,8.8308,67.8051,0.2118,0.0012,0.1988,67.8063,0.4558,100.0000,100.0000,0.0098,0.0126,0.1764,0.5949,1.0000,0.9855
45.0000,0.0251,0.0164,0.0009,0.0009,14.8657,1.8265,0.7883,0.6474,8.6552,0.0252,0.1572,0.0302,0.1572,2.2090,-12.6144,-40.3526,129.5048,0.3697,0.0018,0.2888,129.5065,0.7018,100.0000,100.0000,0.0192,0.0080,0.2615,1.2411,0.9700,0.9983
45.0000,0.0304,0.0167,0.0009,0.0006,13.6006,5.0721,0.3931,4.3246,8.8072,0.0285,0.1133,0.0232,0.1133,2.0700,17.4358,-12.2377,94.9476,0.2784,0.0013,0.2342,94.9489,0.5612,100.0000,100.0000,0.0515,0.0117,0.1710,0.7601,1.0000,0.9990
45.0000,0.0328,0.0101,0.0008,0.0007,9.8676,0.9453,0.7520,4.1780,8.3444,0.0238,0.1093,0.0231,0.1093,2.0942,20.8287,-2.8141,91.0458,0.2656,0.0012,0.2041,91.0470,0.5141,100.0000,100.0000,0.0104,0.0140,0.1797,1.0921,0.9700,0.9945
45.0000,0.0215,0.0121,0.0010,0.0008,13.2691,1.5340,0.6945,2.2650,8.1801,0.0284,0.1106,0.0258,0.1106,2.8023,19.3764,-15.1183,92.7156,0.2753,0.0016,0.2650,92.7172,0.5756,100.0000,100.0000,0.0163,0.0119,0.2367,0.7079,1.0000,0.9927
45.0000,0.0194,0.0120,0.0009,0.0010,9.1872,3.1865,0.0413,3.2506,8.3026,0.0246,0.0766,0.0237,0.0766,1.5197,43.5296,19.8666,64.9400,0.2015,0.0009,0.1659,64.9409,0.4007,100.0000,100.0000,0.0326,0.0119,0.1214,1.2599,1.0000,0.9910
45.0000,0.0179,0.0156,0.0010,0.0011,16.5015,1.2949,0.3773,14.4108,8.3378,0.0326,0.1607,0.0236,0.1607,1.2070,-16.0178,-49.5323,133.4184,0.3775,0.0021,0.3346,133.4205,0.7477,100.0000,100.0000,0.0135,0.0114,0.3097,0.7933,1.0000,0.9826
45.0000,0.0258,0.0120,0.0011,0.0008,16.9494,0.0408,0.4280,1.1042,8.0165,0.0240,0.1412,0.0233,0.1412,1.9888,-1.3882,-44.4535,116.5943,0.3298,0.0022,0.3527,116.5965,0.7223,100.0000,100.0000,0.0013,0.0116,0.3398,1.3881,1.0000,0.9961
45.0000,0.0187,0.0162,0.0009,0.0010,11.1921,1.0169,0.6352,9.6703,9.6006,0.0234,0.0933,0.0205,0.0933,2.3754,32.0662,1.5946,78.1225,0.2304,0.0014,0.2248,78.1238,0.4920,100.0000,100.0000,0.0111,0.0091,0.2047,0.9817,1.0000,0.9957
45.0000,0.0204,0.0122,0.0006,0.0009,11.7789,4.4085,0.9490,5.1394,8.8111,0.0170,0.1034,0.0172,0.1034,2.0484,25.8279,1.7609,85.2968,0.2411,0.0012,0.2160,85.2980,0.4912,94.8996,94.8996,0.0474,0.0110,0.1576,1.2678,0.9500,0.9873
45.0000,0.0228,0.0101,0.0011,0.0010,11.5795,5.0430,0.7195,1.1209,8.8618,0.0211,0.1341,0.0263,0.1341,2.9526,3.9490,-9.0850,110.4576,0.3156,0.0011,0.1949,110.4587,0.5454,100.0000,100.0000,0.0515,0.0103,0.1331,0.6416,0.9700,0.9839
45.0000,0.0288,0.0128,0.0008,0.0008,10.1362,0.3334,0.0448,15.1684,8.0045,0.0202,0.0996,0.0308,0.0996,2.5126,28.0933,-8.2440,82.6911,0.2501,0.0015,0.2479,82.6927,0.5412,84.8316,84.8316,0.0049,0.0094,0.2336,0.9317,1.0000,0.9904
45.0000,0.0229,0.0101,0.0009,0.0007,11.9437,2.1376,0.5278,4.2785,8.2652,0.0228,0.0995,0.0275,0.0995,2.9309,27.7868,-3.6524,83.0438,0.2494,0.0014,0.2344,83.0452,0.5183,100.0000,100.0000,0.0224,0.0149,0.1970,0.8491,1.0000,0.9968
45.0000,0.0304,0.0114,0.0006,0.0009,8.0245,5.8348,0.0932,13.8516,9.7169,0.0245,0.0776,0.0239,0.0776,2.0485,42.8025,27.5434,65.7766,0.2037,0.0005,0.1153,65.7772,0.3623,100.0000,100.0000,0.0591,0.0117,0.0445,0.6914,1.0000,0.9894
45.0000,0.0247,0.0133,0.0006,0.0007,14.0278,2.9501,0.4069,14.5197,8.1281,0.0277,0.1368,0.0327,0.1368,1.7222,1.2482,-28.6732,113.5630,0.3339,0.0016,0.2702,113.5646,0.6434,100.0000,100.0000,0.0302,0.0143,0.2256,0.8597,1.0000,0.9828
45.0000,0.0243,0.0132,0.0010,0.0007,13.0789,4.7305,0.6388,2.8198,9.2240,0.0298,0.1090,0.0250,0.1090,2.8463,20.2892,-8.4279,91.6662,0.2728,0.0013,0.2300,91.6674,0.5421,100.0000,100.0000,0.0483,0.0137,0.1680,0.8096,1.0000,0.9955
45.0000,0.0255,0.0106,0.0006,0.0009,16.5570,4.9547,0.0342,8.2104,9.8874,0.0323,0.1380,0.0243,0.1380,1.8885,-0.1914,-33.2093,115.2184,0.3325,0.0017,0.2959,115.2202,0.6660,100.0000,100.0000,0.0504,0.0111,0.2343,1.2430,1.0000,0.9914
45.0000,0.0199,0.0141,0.0006,0.0009,15.5750,3.6051,0.1993,2.3035,9.7990,0.0328,0.1298,0.0293,0.1298,2.9905,5.4353,-29.9035,108.7477,0.3217,0.0017,0.2923,108.7495,0.6495,100.0000,100.0000,0.0371,0.0113,0.2439,0.7844,1.0000,0.9824
45.0000,0.0287,0.0102,0.0006,0.0008,8.0008,1.8837,0.3403,10.1503,9.1195,0.0180,0.0667,0.0328,0.0667,2.7530,51.2686,24.2763,56.0403,0.1842,0.0009,0.1542,56.0412,0.3786,100.0000,100.0000,0.0199,0.0112,0.1230,1.2309,1.0000,0.9968
45.0000,0.0216,0.0100,0.0006,0.0010,14.1488,4.4347,0.8132,7.2794,9.5632,0.0179,0.1450,0.0254,0.1450,1.9426,-3.1958,-23.1658,118.6737,0.3333,0.0014,0.2492,118.6752,0.6158,100.0000,100.0000,0.0451,0.0088,0.1954,0.7755,0.9700,0.9959
45.0000,0.0274,0.0099,0.0007,0.0010,10.8897,2.1975,0.0541,12.2131,9.3951,0.0290,0.0907,0.0201,0.0907,2.6580,33.0848,3.6703,76.9512,0.2306,0.0012,0.2120,76.9525,0.4816,100.0000,100.0000,0.0231,0.0141,0.1748,1.2785,1.0000,0.9961
45.0000,0.0191,0.0147,0.0010,0.0006,15.7323,5.7195,0.2213,16.7815,8.5693,0.0215,0.1575,0.0185,0.1575,1.2035,-12.3938,-43.0410,129.2510,0.3551,0.0018,0.3247,129.2528,0.7152,83.2185,83.2185,0.0693,0.0143,0.2411,0.7836,1.0000,0.9992
45.0000,0.0211,0.0169,0.0008,0.0007,10.4945,2.3316,0.2157,16.1889,9.3115,0.0177,0.1043,0.0203,0.1043,2.8746,25.0978,-5.0360,86.1361,0.2467,0.0014,0.2390,86.1375,0.5252,83.8111,83.8111,0.0288,0.0113,0.1990,0.6194,1.0000,0.9800
45.0000,0.0298,0.0099,0.0010,0.0006,12.1028,1.5794,0.3458,6.8971,8.5031,0.0227,0.1009,0.0254,0.1009,2.9082,26.8706,-6.4829,84.0974,0.2499,0.0015,0.2412,84.0988,0.5324,100.0000,100.0000,0.0170,0.0104,0.2137,1.4490,1.0000,0.9859
45.0000,0.0241,0.0112,0.0010,0.0008,10.0763,3.8792,0.0510,10.8978,8.8605,0.0256,0.0840,0.0259,0.0840,1.5800,38.2487,13.3406,71.0130,0.2194,0.0010,0.1767,71.0140,0.4333,100.0000,100.0000,0.0394,0.0114,0.1259,0.5978,1.0000,0.9864
45.0000,0.0319,0.0168,0.0009,0.0011,8.4673,5.3393,0.2636,6.6069,8.5654,0.0171,0.0706,0.0289,0.0706,2.7175,48.6872,26.6865,59.0091,0.1871,0.0006,0.1288,59.0097,0.3666,100.0000,100.0000,0.0544,0.0106,0.0638,1.0005,1.0000,0.9840
45.0000,0.0182,0.0083,0.0009,0.0007,14.6117,3.7081,0.7871,4.7165,8.1908,0.0262,0.1547,0.0188,0.1547,2.3399,-11.0365,-31.3271,127.6903,0.3544,0.0016,0.2742,127.6919,0.6566,100.0000,100.0000,0.0380,0.0147,0.2215,0.9432,0.9700,0.9855
45.0000,0.0315,0.0119,0.0006,0.0011,13.1081,5.2510,0.2302,16.7631,9.5414,0.0325,0.1312,0.0199,0.1312,1.0197,4.4691,-25.2525,109.8591,0.3148,0.0015,0.2664,109.8605,0.6263,83.2369,83.2369,0.0637,0.0136,0.1891,1.0699,1.0000,1.0000
45.0000,0.0255,0.0123,0.0010,0.0008,15.4350,5.6518,0.1583,9.2764,8.6219,0.0245,0.1286,0.0204,0.1286,2.0681,7.3288,-21.9012,106.5704,0.3021,0.0015,0.2677,106.5719,0.6095,100.0000,100.0000,0.0572,0.0139,0.1966,0.5271,1.0000,0.9967
45.0000,0.0304,0.0142,0.0009,0.0010,16.4511,3.6976,0.1823,5.5847,9.2790,0.0313,0.1371,0.0307,0.1371,2.9670,0.5518,-38.4172,114.3636,0.3361,0.0018,0.3096,114.3654,0.6921,100.0000,100.0000,0.0381,0.0139,0.2576,0.9918,1.0000,0.9911
45.0000,0.0219,0.0097,0.0006,0.0008,11.4906,5.8644,0.5875,4.7444,9.7455,0.0218,0.0958,0.0239,0.0958,1.3687,30.5434,9.2245,79.8741,0.2372,0.0010,0.1837,79.8751,0.4539,100.0000,100.0000,0.0593,0.0096,0.1148,0.8773,1.0000,0.9822
45.0000,0.0262,0.0162,0.0009,0.0006,10.1728,0.3935,0.0690,2.7613,9.9737,0.0215,0.0848,0.0203,0.0848,2.3010,38.2276,6.2079,71.0369,0.2113,0.0013,0.2138,71.0382,0.4690,100.0000,100.0000,0.0050,0.0120,0.1968,1.4183,1.0000,0.9951
45.0000,0.0231,0.0124,0.0009,0.0007,16.3471,3.3779,0.8866,9.7714,9.8682,0.0260,0.1536,0.0302,0.1536,1.8372,-10.2809,-41.7572,126.8212,0.3636,0.0018,0.3081,126.8231,0.7088,100.0000,100.0000,0.0346,0.0122,0.2613,1.1651,0.9700,0.9937
45.0000,0.0324,0.0143,0.0006,0.0006,11.4950,1.5625,0.9801,4.9884,8.2308,0.0194,0.0977,0.0199,0.0977,2.0331,29.4766,-3.3843,81.1005,0.2348,0.0014,0.2343,81.1019,0.5169,98.0065,98.0065,0.0167,0.0137,0.2039,0.7616,0.9500,0.9956
45.0000,0.0307,0.0160,0.0007,0.0008,13.1475,0.6690,0.1073,11.8159,9.6098,0.0225,0.1096,0.0281,0.1096,2.6250,20.8485,-17.9144,91.0226,0.2697,0.0017,0.2717,91.0242,0.5896,100.0000,100.0000,0.0077,0.0121,0.2519,1.0968,1.0000,0.9917
